"fips_code","county","date","total_outage","prev_outage"
12061,"Indian River",2020-11-08,556.25,335.75
12061,"Indian River",2020-11-09,8762,556.25
12061,"Indian River",2020-11-10,1925.75,8762
12061,"Indian River",2020-11-11,901.5,1925.75
12061,"Indian River",2020-11-12,967.5,901.5
12061,"Indian River",2020-11-13,302.5,967.5
12061,"Indian River",2020-11-14,110.75,302.5
12061,"Indian River",2020-11-15,12.75,110.75
12061,"Indian River",2020-11-16,1965.75,12.75
12061,"Indian River",2020-11-17,67.75,1965.75
12061,"Indian River",2020-11-18,124.75,67.75
12061,"Indian River",2020-11-19,2334.75,124.75
12061,"Indian River",2020-11-20,161.25,2334.75
12061,"Indian River",2020-11-21,60.25,161.25
12061,"Indian River",2020-11-22,19,60.25
12061,"Indian River",2020-11-23,38,19
12063,"Jackson",2020-11-05,78.75,NA
12063,"Jackson",2020-11-06,0,78.75
12063,"Jackson",2020-11-07,33.5,0
12063,"Jackson",2020-11-08,102.5,33.5
12063,"Jackson",2020-11-09,8.75,102.5
12063,"Jackson",2020-11-10,3.5,8.75
12063,"Jackson",2020-11-11,36.5,3.5
12063,"Jackson",2020-11-12,5.25,36.5
12063,"Jackson",2020-11-13,3,5.25
12063,"Jackson",2020-11-14,0.25,3
12063,"Jackson",2020-11-15,7.5,0.25
12063,"Jackson",2020-11-16,111.5,7.5
12063,"Jackson",2020-11-17,117,111.5
12063,"Jackson",2020-11-18,0.25,117
12063,"Jackson",2020-11-19,34.75,0.25
12063,"Jackson",2020-11-20,5,34.75
12063,"Jackson",2020-11-21,0.5,5
12063,"Jackson",2020-11-22,4.75,0.5
12063,"Jackson",2020-11-23,0.75,4.75
12065,"Jefferson",2020-11-05,5,NA
12065,"Jefferson",2020-11-06,0,5
12065,"Jefferson",2020-11-07,131.25,0
12065,"Jefferson",2020-11-08,15.75,131.25
12065,"Jefferson",2020-11-09,1.75,15.75
12065,"Jefferson",2020-11-10,74,1.75
12065,"Jefferson",2020-11-11,0,74
12065,"Jefferson",2020-11-12,15.75,0
12065,"Jefferson",2020-11-13,0,15.75
12065,"Jefferson",2020-11-14,2.25,0
12065,"Jefferson",2020-11-15,23,2.25
12065,"Jefferson",2020-11-16,1.5,23
12065,"Jefferson",2020-11-17,0,1.5
12065,"Jefferson",2020-11-18,0,0
12065,"Jefferson",2020-11-19,198.75,0
12065,"Jefferson",2020-11-20,0,198.75
